MinistryName,MinisterName,EventDate,EventTitle,EventLocation,EventParticipants
Ministério da Economia,Paulo Guedes,2020-02-17 10:00,Reunião-Geral de Secretários do Ministério da Economia,Local: Ministério da Economia – Bloco P,"['Daniella Marques – Chefe da Assessora Especial de Assuntos Estratégicos', 'Marcelo Guaranys - Secretário Executivo', 'Miguel Ragone - Secretário Executivo Adjunto ', 'Cinara Lima - Chefe de Gabinete do Ministro da Economia', 'Jose Levi - Procurador-Geral da Fazenda', 'Ricardo Soriano - Procurador-Geral da Fazenda Adjunto', 'Ana Paula Bittencourt - Subprocuradora-Geral da Fazenda Nacional', 'José Tostes - Secretário Especial da Receita Federal', 'Waldery Rodrigues - Secretário Especial de Fazenda', 'Jeferson Bittencourt – Secretário Especial de Fazenda Adjunto', 'Adolfo Sachsida - Secretário de Política Econômica', 'Mansueto Almeida - Secretário do Tesouro Nacional', 'Carlos Da Costa - Secretário Especial de Produtividade e Competitividade', 'Bruno Portela - Secretário Especial Adjunto de Produtividade e Competitividade', 'Marcos Troyjo - Secretário Especial do Comércio Exterior e Assuntos Internacionais', 'Yana Dumaresq - Secretária Especial do Comércio Exterior e Assuntos Internacionais Adjunta', 'Paulo Uebel  - Secretário Especial de Desburocratização', 'Gestão e Governo Digital', 'Gleisson Rubin - Secretário Especial de Desburocratização', 'Gestão e Governo Digital Adjunto', 'Salim Mattar - Secretário Especial de Desestatização', 'Desinvestimento e Mercados', 'Idalício Silva - Secretário Especial de Desestatização', 'Desinvestimento e Mercados Adjunto', 'Bruno Bianco - Secretário Especial de Previdência e Trabalho', 'Martha Seillier - Secretária Especial do Programa de Parceiras e Investimentos (PPI) indicada', 'Marcelo Siqueira - Assessor Especial do Ministro', 'Bruno Travassos - Chefe da Assessoria  Especial  de Assuntos Parlamentares', 'Vitor Saback - Assessor Especial do Ministro', 'Aloísio Araújo - Assessor Especial do Ministro', 'Samuel Kinoshita - Assessor Especial do Ministro em SP', 'Rafaelo Abritta - Assessor Especial do Ministro', 'Guilherme Afif - Assessor Especial do Ministro', 'Caio Megale - Diretor de Programa', 'Esteves Colnago - Chefe da Assessoria Especial de Relações Institucionais', 'Gabriela Valente - Chefe da Assessoria Especial de Comunicação Social']"
Ministério da Economia,Paulo Guedes,2020-02-17 12:00,Almoço com os secretários especiais,Local: Ministério da Economia – Bloco P,"['Miguel Ragone - Secretário-Executivo Substituto', 'Daniella Marques - Assessora Especial de Assuntos Estratégicos', 'José Levi - Procurador-Geral da Fazenda Nacional', 'José Tostes - Secretário Especial da Receita Federal', 'Waldery Rodrigues - Secretário Especial da Fazenda', 'Carlos Da Costa - Secretário Especial de Produtividade e Competitividade', 'Marcos Troyjo - Secretário Especial do Comércio Exterior e Assuntos Internacionais ', 'Paulo Uebel - Secretário Especial de Desburocratização', 'Gestão e Governo Digital ', 'Bruno Bianco - Secretário Especial de Previdência e Trabalho ', 'Salim Mattar - Secretário Especial de Desestatização', 'Desinvestimento e Mercados', 'Martha Seillier - Secretária Especial do Programa de Parceiras e Investimentos (PPI) indicada', 'Esteves Colnago - Secretário Adjunto da Secretaria Especial da Fazenda ', 'Marcelo Siqueira - Assessor Especial do Ministro ', 'Samuel Kinoshita - Assessor Especial do Ministro em SP', 'Aloísio Araújo - Assessor Especial do Ministro ', 'Guilherme Afif - Assessor Especial do Ministro']"
Ministério da Economia,Paulo Guedes,2020-02-17 14:00,"Reunião com o presidente da República, Jair Bolsonaro",Local: Palácio do Planalto,N/A
Ministério da Economia,Paulo Guedes,2020-02-17 15:00,"Reunião semanal com o secretário especial de Desburocratização, Gestão e Governo Digital ",Local: Ministério da Economia – Bloco P,"['Miguel Ragone - Secretário Executivo Substituto ', 'Wagner Lenhart - Secretário de Gestão e Desempenho de Pessoal', 'Gleisson Rubin - Secretário Especial Adjunto de Desburocratização', 'Gestão e Governo Digital', 'Cristiano Heckert - Secretário de Gestão', 'Geanluca Lorenzon - Diretor de Programa ', 'Marcelo Siqueira - Assessor Especial do Ministro ', 'Rafaelo Abritta - Assessor Especial do Ministro', 'Marcelo Varella - Assessor Especial do Ministro', 'Samuel Kinoshita - Assessor Especial do Ministro em SP ', 'Erika Melissa Nassar - Diretora de Programa da SE']"
Ministério da Economia,Paulo Guedes,2020-02-17 17:00,"Reunião semanal com o secretário especial de Previdência e Trabalho, Bruno Bianco",Local: Ministério da Economia – Bloco P,"['Miguel Ragone - Secretário Executivo Substituto', 'Daniella Marques - Chefe da Assessoria Especial de Assuntos Estratégicos ', 'Narlon Nogueira - Secretário de Previdência ', 'Leonardo Rolim - Presidente do INSS', 'Marcelo Siqueira - Assessor Especial do Ministro ', 'Rafaelo Abritta - Assessor Especial do Ministro', 'Samuel Kinoshita - Assessor Especial do Ministro em SP', 'Rodrigo Cota - Diretor de Programa da SE']"
Ministério da Economia,Paulo Guedes,2020-02-17 19:00,"Reunião semanal com o secretário especial de Comércio Exterior e Assuntos Internacionais, Marcos Troyjo",Local: Ministério da Economia – Bloco P,"['Miguel Ragone - Secretário Executivo Substituto ', 'Daniella Marques     - Chefe da Assessoria Especial de Assuntos Estratégicos   ', 'Yana Dumaresq - Secretária Especial do Comércio Exterior e Assuntos Internacionais Adjunta', 'Marcelo Siqueira -Assessor Especial do Ministro ', 'Rafaelo Abritta - Assessor Especial do Ministro', 'Samuel Kinoshita - Assessor Especial do Ministro em SP', 'Marcelo Souza - Diretor de Programa da SE', 'Kelvia Albuquerque - Diretora de Programa da SE']"
Ministério da Economia,Paulo Guedes,2020-02-12 10:00,322ª Reunião Extraordinária do CONFAZ ,Local: Ministério da Economia – Bloco P,N/A
Ministério da Economia,Paulo Guedes,2020-02-12 16:00,"Reunião com o ministro de Ciência, Tecnologia, Inovações e Comunicações, Marcos Pontes ",Local: Ministério da Economia – Bloco P,"['Marcos Pontes - Ministro de Ciência', 'Tecnologia', 'Inovações e Comunicações', 'Marcelo Guaranys – Secretário-Executivo – ME', 'Martha Seillier', 'Secretária Especial do Programa de Parceiras e Investimentos (PPI)', 'Gustavo Ene – Secretário de Desenvolvimento da Indústria', 'Comércio Serviços e Inovação  - ME', 'Rafael Wandrey –Subsecretário de Inovação – Substituto – SEOEC/ME', 'Igor Manhães Nazareth - Subsecretário de Inovação da SEPEC/ME', 'Carlos Alberto Flora Baptistucci – Secretário-Executivo Adjunto  -MCTIC', 'Marcelo Gomes Meirelles - Diretor do Departamento de Estruturas de Custeio e Financiamento de Projetos – DECFI/SEPLA/MCTIC', 'Idalício Silva – Secretário Especial Adjunto de Desestatização', 'Desinvestimento e Mercados']"
Ministério da Economia,Paulo Guedes,2020-02-12 17:30,Encerramento do Seminário de Abertura do Ano Legislativo - Revista Voto ,Local: Anfiteatro Complexo Brasil 21 – Brasília - DF,N/A
Ministério da Economia,Paulo Guedes,2020-02-12 18:30,Reunião mensal com a Secretaria de Política Econômica (SPE) e IPEA,Local: Ministério da Economia – Bloco P,"['Marcelo Guaranys - Secretário Executivo ', 'Daniella Marques - Chefe da Assessoria Especial de Assuntos Estratégicos', 'Esteves Colnago - Chefe da Assessoria Especial de Assuntos Institucionais ', 'Marcelo Siqueira - Assessor Especial do Ministro ', 'Adolfo Sachsida - Secretário de Política Econômica', 'Vladimir Teles - Subsecretário de Política Macroeconômica', 'Pedro Calhman - Subsecretário de Política Microeconômica e Financiamento de Infraestrutura', 'Marco Cavalcanti - Subsecretário de Política Fiscal', 'Rogério Boueri - Subsecretário de Política Agrícola e Meio Ambiente', 'Marcos Kohler - Subsecretário de Direito Econômico', 'Peng Yaohao - Assessor Especial', 'Aline Dantas - Chefe de Gabinete', 'Carlos von Doellinger - Presidente do IPEA', 'José Ronaldo de Castro Souza Júnior - Diretor de Estudos e Políticas Macroeconômicas do IPEA', '']"
Ministério da Economia,Paulo Guedes,2020-02-12 19:30, Reunião com o senador Izalci Lucas (PSDB/PSL-DF),Local: Ministério da Economia – Bloco P,"['Marcelo Guaranys - Secretário Executivo ', 'Daniella Marques – Chefe da Assessoria Especial de Assuntos Estratégicos  ', 'Esteves Colnago - Chefe de Assessoria para Assuntos de Relações Institucionais', 'Vitor Saback - Assessor Especial do Ministro', 'Marcelo Varella - Assessor Especial do Ministro', '']"
Ministério da Economia,Paulo Guedes,2020-02-18 08:00,Hasteamento da Bandeira,Local: Palácio da Alvorada,N/A
Ministério da Economia,Paulo Guedes,2020-02-18 08:30,"28° Reunião do Conselho de Governo com o presidente da República, Jair Bolsonaro",Local: Palácio da Alvorada,N/A
Ministério da Economia,Paulo Guedes,2020-02-18 15:00,"Posse dos ministros da Casa Civil, Braga Neto, e da Cidadania, Onyx Lorenzoni",Local: Palácio do Planalto,N/A
Ministério da Economia,Paulo Guedes,2020-02-18 17:30,"Lançamento do Programa Brasil Mais com o presidente da República, Jair Bolsonaro (Cancelado)",Local: Palácio do Planalto,N/A
Ministério da Economia,Paulo Guedes,2020-02-21 10:00,"Reunião com a presidente do IBGE, Susana Guerra",Local: Ministério da Economia no Rio de Janeiro - RJ,N/A
Ministério da Economia,Paulo Guedes,2020-02-21 11:00,"Reunião com a superintendente da Susep, Solange Vieira ",Local: Ministério da Economia no Rio de Janeiro - RJ,N/A
Ministério da Economia,Paulo Guedes,2020-02-21 15:00,Despachos internos,Local: Ministério da Economia no Rio de Janeiro - RJ,N/A
Ministério da Economia,Paulo Guedes,2020-02-14 09:30,GRI Club Meeting: Perspectivas Econômicas para 2020 ,Local: Hotel Fairmont Copacabana - Rio de Janeiro- RJ,N/A
Ministério da Economia,Paulo Guedes,2020-02-14 11:30,"Reunião com o diretor de Infraestrutura, Concessões e PPPs do BNDES, Fabio Abrahão",Local: Ministério da Economia no Rio de Janeiro - RJ,"['Petrônio Cançado - Diretor de Concessão de Crédito Direto e Garantias  - BNDES ', 'Cléverson Aroeira - Superintendente da Área de Parcerias de Investimento - BNDES', 'Leonardo Pereira - Superintendente da Área de Saneamento e Transporte - BNDES', 'Caio Megale – Diretor de Programa –SEFAZ/ME']"
Ministério da Economia,Paulo Guedes,2020-02-14 15:00,"Audiência com o diretor-presidente da BTP - Brasil Terminal Portuário, Ricardo Arten",Local: Ministério da Economia no Rio de Janeiro - RJ,"['Marcelo Jardim - Presidente do Conselho de Administração DP World Santos', 'Richard Klien - Presidente da Multiterminais S/A', 'Marcos Troyjo – Secretário Especial de Comércio Exterior e Assuntos Internacionais ', 'Caio Megale – Diretor de Programa/ME', '']"
Ministério da Economia,Paulo Guedes,2020-02-14 17:00,Audiência com o economista-chefe da SPX Capital,Local: Ministério da Economia no Rio de Janeiro - RJ,"['Caio Megale – Diretor de Programa (ME)', '']"
Ministério da Economia,Paulo Guedes,2020-02-14 17:30,Reunião com especialistas,Local: Ministério da Economia no Rio de Janeiro - RJ,"['Aloisio Araújo', 'Ana Paula Vescosi', 'Aod Cunha', 'Beny Parnes', 'David Cohen', 'Euripedes Alcantra', 'Evandro Pontes', 'Fabio Giambiagi', 'Fernando Saldanha', 'Isaias Coelho', 'João Accioly', 'Julian Chediak', 'Odemiro Fonseca', 'Patrícia de Andrade']"
Ministério da Economia,Paulo Guedes,2020-02-11 09:30,"Reunião com o presidente do BNDES, Gustavo Montezano",Local: Ministério da Economia  - Bloco P,"['Daniella Marques – Chefe da Assessoria Especial de Assuntos Estratégicos ', 'Marcelo Guaranys – Secretário-Executivo ', 'Miguel Ragone – Secretário-Executivo Adjunto', 'Salim Mattar - Secretário Especial de Desestatização e Desinvestimento - ME ', 'Waldery Rodrigues – Secretário Especial de Fazenda ', 'Leonardo Cabral - Diretor - BNDES ', 'Fábio Abrahão -  Diretor de Infraestrutura', 'Concessões e PPPs', 'Lidiane Delesderrier - Superintendente da Área de Estruturação de Empresas e Desinvestimento - BNDES', 'Marcelo Siqueira – Assessor Especial do Ministro ']"
Ministério da Economia,Paulo Guedes,2020-02-11 11:00,"Reunião com o chefe da Assessoria para Assuntos de Relações Institucionais, Esteves Colnago",Local: Ministério da Economia  - Bloco P,"['Daniella Marques – Assessora Especial de Assuntos Estratégicos ', 'Bruno Travassos - Chefe da Assessoria  Especial  de Assuntos Parlamentares', 'Guilherme Afif - Assessor Especial do Ministro', 'Vitor Saback - Assessor Especial do Ministro', 'Marcelo Varella - Assessor Especial do Ministro', '']"
Ministério da Economia,Paulo Guedes,2020-02-11 12:00,Fórum dos Governadores ,Local: Edifício-sede do Banco do Brasil - Brasília - DF,N/A
Ministério da Economia,Paulo Guedes,2020-02-11 12:30,"Almoço com o presidente do Banco Central, Roberto Campos (Cancelado)",Local: Brasília-DF,N/A
Ministério da Economia,Paulo Guedes,2020-02-11 14:00,"Posse do ministro do Desenvolvimento Regional, Rogério Marinho",Local: Palácio do Planalto,N/A
Ministério da Economia,Paulo Guedes,2020-02-11 14:30,"Reunião semanal com o secretário especial de Produtividade e Competitividade, Carlos Da Costa",Local: Ministério da Economia  - Bloco P,"['Marcelo Guaranys - Secretário Executivo', 'Daniella Marques - Chefe da Assessoria Especial de Assuntos Estratégicos', 'Diogo Mac Cord - Secretário Desenvolvimento da Infraestrutura ', 'César Mattos - Secretário de Advocacia da Concorrência e Competitividade', 'Marcelo Siqueira - Assessor Especial do Ministro', 'Kelvia Albuquerque  - Diretora de Programa da SE ', 'Caio Megale - Diretor de Programa da Secretaria de Fazenda ', 'Bruno Portela - Secretário Especial Adjunto Substituto', 'Fernando Holanda - Secretário de Políticas Públicas para o Emprego', 'Gustavo Ene - Secretário de Desenvolvimento da Industria Comercio', 'Serviços e Inovação ', 'Felipe de Sá Tavares - Coordenador Geral de Plano de Planejamento Estratégico da SEPEC    ', 'Rafaelo Abritta - Assessor Especial do Ministro', '']"
Ministério da Economia,Paulo Guedes,2020-02-11 16:00,"Reunião semanal com o secretário de Desestatização, Desinvestimento e Mercados, Salim Mattar",Local: Ministério da Economia  - Bloco P,"['Daniella Marques - Chefe da Assessoria Especial de Assuntos Estratégicos', 'Marcelo Guaranys - Secretário Executivo ', 'Carlos Da Costa - Secretário Especial de Produtividade e Competitividade', 'Diogo Mac Cord - Secretário de Desenvolvimento da Infraestrutura ', 'Marina Santos- Diretora de Programa ', 'Marcelo Siqueira - Assessor Especial do Ministro', '']"
Ministério da Economia,Paulo Guedes,2020-02-11 18:00,"Reunião com a ministra da Mulher, Família e dos Direitos Humanos, Damares Alves",Local: Ministério da Economia  - Bloco P,"['Elizabeth Domingos Carneiro - Subsecretário de Planejamento', 'Orçamento e Administração/MMFDH', 'Tatiana Barbosa de Alvarenga - Secretária-Executiva Adjunta/MMFDH', 'Paulo Roberto de Mendonça e Paula – Secretário-Adjunto da Secretaria Nacional de Proteção Global/MMFDH', 'Alexandre Magno Fernandes Moreira - Secretário-Adjunto da Secretaria Nacional de Cidadania/MMFDH']"
Ministério da Economia,Paulo Guedes,2020-02-11 19:00,"Reunião com o governador do Estado do Rio Grande do Sul, Eduardo Leite",Local: Ministério da Economia  - Bloco P,"['Daniella Marques – Chefe da Assessoria Especial de Assuntos Estratégicos do Ministério da Economia', 'José Tostes – Secretário Especial da Receita Federal do Ministério da Economia', 'Waldery Rodrigues – Secretário Especial de Fazenda do Ministério da Economia', 'Jeferson Bittencourt – Secretário Especial Adjunto de Fazenda do Ministério da Economia', 'Mansueto Almeida – Secretário do Tesouro Nacional do Ministério da Economia', 'Otávio Ladeira de Medeiros - Secretário Adjunto do Tesouro Nacional do Ministério da Economia', 'Ricardo Soriano – Procurador-Geral Adjunto da Fazenda Nacional ', 'Ana Paula Bittencourt – Subprocuradora-Geral da Fazenda Nacional', 'Bruno Funchal - Diretor de Programa da Secretaria Especial de Fazenda do Ministério da Economia', 'Pricilla Santana – Subsecretária de Relações Financeiras Intergovernamentais do Tesouro do Ministério da Economia', 'Marco Aurelio Cardoso- Secretário da Fazenda do Rio Grande do Sul  ', 'Eduardo Cunha da Costa- Procurador-Geral do Rio Grande do Sul', 'Leany Lemos - Secretária de Planejamento do Rio Grande do Sul']"
Ministério da Economia,Paulo Guedes,2020-02-10 10:00,Reunião-Geral de Secretários do Ministério da Economia,Local: Ministério da Economia – Bloco P,"['Daniella Marques - Chefe da Assessora Especial de Assuntos Estratégicos', 'Marcelo Guaranys - Secretário Executivo', 'Miguel Ragone  - Secretário Executivo Adjunto ', 'Cinara Lima - Chefe de Gabinete do Ministro da Economia', 'Ricardo Soriano - Procurador-Geral da Fazenda Adjunto', 'Ana Paula Bittencourt - Subprocuradora-Geral da Fazenda Nacional', 'José Tostes  - Secretário Especial da Receita Federal', 'Waldery Rodrigues - Secretário Especial de Fazenda', 'Jeferson Bittencourt  - Secretário Especial de Fazenda Adjunto', 'Adolfo Sachsida - Secretário de Política Econômica', 'Mansueto Almeida - Secretário do Tesouro Nacional', 'Bruno Portela - Secretário Especial de Produtividade e Competitividade Adjunto', 'Marcos Troyjo - Secretário Especial do Comércio Exterior e Assuntos Internacionais', 'Yana Dumaresq - Secretária Especial do Comércio Exterior e Assuntos Internacionais Adjunta', 'Paulo Uebel  - Secretário Especial de Desburocratização', 'Gestão e Governo Digital', 'Gleisson Rubin - Secretário Especial de Desburocratização', 'Gestão e Governo Digital Adjunto', 'Salim Mattar - Secretário Especial de Desestatização', 'Desinvestimento e Mercados', 'Idalício Silva - Secretário Especial de Desestatização', 'Desinvestimento e Mercados Adjunto', 'Bruno Bianco - Secretário Especial de Previdência e Trabalho', 'Diogo Mac Cord - Secretário de Desenvolvimento e Infraestrutura', 'Martha Seillier - Secretária Especial do Programa de Parceiras e Investimentos (PPI) indicada', 'Marcelo Siqueira - Assessor Especial do Ministro', 'Bruno Travassos - Chefe da Assessoria  Especial  de Assuntos Parlamentares', 'Vitor Saback - Assessor Especial do Ministro', 'Aloísio Araújo - Assessor Especial do Ministro', 'Samuel Kinoshita - Assessor Especial do Ministro em SP', 'Gabriela Valente - Chefe da Assessoria Especial de Comunicação Social', '']"
Ministério da Economia,Paulo Guedes,2020-02-10 12:00,Almoço com os Secretários Especiais,Local: Ministério da Economia – Bloco P,"['Marcelo Guaranys – Secretário Executivo', 'Daniella Marques – Chefe da Assessora Especial de Assuntos Estratégicos', 'José Tostes - Secretário Especial da Receita Federal', 'Waldery Rodrigues - Secretário Especial da Fazenda', 'Diogo Mac Cord - Secretário de Desenvolvimento e Infraestrutura', 'Marcos Troyjo - Secretário Especial do Comércio Exterior e Assuntos Internacionais ', 'Paulo Uebel - Secretário Especial de Desburocratização', 'Gestão e Governo Digital ', 'Salim Mattar - Secretário Especial de Desestatização', 'Desinvestimento e Mercados', 'Martha Seillier - Secretária Especial do Programa de Parceiras e Investimentos (PPI) indicada', 'Esteves Colnago - Secretário Adjunto da Secretaria Especial da Fazenda ', 'Marcelo Siqueira - Assessor Especial do Ministro ', 'Samuel Kinoshita - Assessor Especial do Ministro em SP', 'Aloísio Araújo  - Assessor Especial do Ministro ', 'Guilherme Afif  - Assessor Especial do Ministro', '']"
Ministério da Economia,Paulo Guedes,2020-02-10 14:00,"Reunião com o presidente da República, Jair Bolsonaro",Local: Palácio do Planalto,N/A
Ministério da Economia,Paulo Guedes,2020-02-10 15:00,"Despacho com o secretário da Receita Federal, José Tostes ",Local: Ministério da Economia – Bloco P,"['anessa Canado – Assessora Especial para Assuntos Parlamentares', '']"
Ministério da Economia,Paulo Guedes,2020-02-10 16:30,"Reunião semanal com o secretário Especial de Desburocratização, Gestão e Governo Digital, Paulo Uebel  (Cancelada)    ",Local: Ministério da Economia – Bloco P,"['Marcelo Guaranys - Secretário Executivo         ', 'Wagner Lenhart - Secretário de Gestão e Desempenho de Pessoal', 'Gleisson Rubin - Secretário Especial de Desburocratização', 'Gestão e Governo Digital Adjunto ', 'Cristiano Heckert - Secretário de Gestão', 'Geanluca Lorenzon - Diretor de Programa       ', 'Marcelo Siqueira  - Assessor Especial do Ministro       ', 'Rafaelo Abritta - Assessor Especial do Ministro ', 'Marcelo Varella - Assessor Especial do Ministro ', 'Erika Melissa Nassar - Diretora de Programa da SE', ' ', '']"
Ministério da Economia,Paulo Guedes,2020-02-10 17:00,"Reunião semanal com o secretário especial de Fazenda, Waldery Rodrigues",Local: Ministério da Economia – Bloco P,"['Marcelo Guaranys - Secretário Executivo ', 'Jeferson Bittencourt - Secretário Especial de Fazenda Adjunto', 'Caio Megale - Diretor de Programa ', 'Adolfo Sachsida - Secretário de Política Econômica', 'Alexandre Manoel - Secretário de Avaliação', 'Planejamento', 'Energia e Loteria', 'Mansueto Almeida - Secretário do Tesouro Nacional ', 'Geraldo Julião - Secretário de Orçamento Federal - SOF', 'Gustavo Lobo - Diretor de Programa da SE', '']"
Ministério da Economia,Paulo Guedes,2020-02-10 17:30,"Reunião semanal com o secretário especial de Produtividade e Competitividade, Carlos Da Costa (Cancelada)",Local: Ministério da Economia – Bloco P,"['Marcelo Guaranys - Secretário Executivo', 'Daniella Marques - Chefe da Assessoria Especial de Assuntos Estratégicos', 'Diogo Mac Cord - Secretário Desenvolvimento da Infraestrutura ', 'César Mattos Secretário de Advocacia da Concorrência e Competitividade', 'Marcelo Siqueira - Assessor Especial do Ministro', 'Kelvia Albuquerque - Diretora de Programa da SE ', 'Caio Megale - Diretor de Programa da Secretaria de Fazenda ', 'Bruno Portela - Secretário Especial Adjunto Substituto', 'Fernando Holanda - Secretário de Políticas Públicas para o Emprego', 'Gustavo Ene - Secretário de Desenvolvimento da Industria Comercio', 'Serviços e Inovação ', 'Felipe de Sá Tavares - Coordenador Geral de Plano de Planejamento Estratégico da SEPEC    ', 'Rafaelo Abritta - Assessor Especial do Ministro ', '']"
Ministério da Economia,Paulo Guedes,2020-02-10 19:00,"Audiência com a diretora para a América Latina do Fórum Econômico Mundial,  Marisol Argueta ",Local: Ministério da Economia – Bloco P,"['Yana Dumaresq – Secretária Especial de Comércio Exterior e Assuntos Internacionais Adjunta', 'James Elias – Community Lead para a América Latina do Fórum Econômico Mundial', 'Rodrigo Godinho – Assessor para Assuntos Internacionais', '']"
Ministério da Economia,Paulo Guedes,2020-02-10 20:00,"Reunião com a  superintendente da Superintendência de Seguros Privados (Susep), Solange Vieira",Local: Ministério da Economia – Bloco P,N/A
Ministério da Economia,Paulo Guedes,2020-01-31 10:00,"Reunião com o presidente da Caixa Econômica Federal, Pedro Guimarães",Local: Ministério da Economia no Rio de Janeiro - RJ,N/A
Ministério da Economia,Paulo Guedes,2020-01-31 11:00,"Audiência com o diretor do Centro de Economia Mundial da FGV, Carlos Langoni",Local: Ministério da Economia no Rio de Janeiro - RJ,N/A
Ministério da Economia,Paulo Guedes,2020-01-31 12:00,Almoço comemorativo aos 123 anos da SNA (cancelado),"Local: Av. General Justo, 171 - Centro, Rio de Janeiro - RJ",N/A
Ministério da Economia,Paulo Guedes,2020-01-31 15:30,"Audiência com o o presidente da Federação Brasileira de Bancos (FEBRABAN), Murilo Portugal Filho",Local: Ministério da Economia no Rio de Janeiro - RJ,"['aio Megale – Diretor de Programa da Secretaria de Fazenda do Ministério da Economia ', '']"
Ministério da Economia,Paulo Guedes,2020-01-31 16:30,"Audiência com o presidente da Associação Brasileira das Incorporadoras Imobiliárias (Abrainc), Luiz Antônio França",Local: Ministério da Economia no Rio de Janeiro - RJ,"['Rubens Menin - Presidente do Conselho da MRV', 'Ricardo Valadares - Presidente da Direcional Engenharia', 'Rodrigo Osmo - Presidente da Tenda', 'Ronaldo Cury - Diretor de RI da Cury', 'Régis Campos - Presidente da Emccamp', 'Caio Megale – Diretor de Programa da Secretaria de Fazenda']"
Ministério da Economia,Paulo Guedes,2020-01-31 17:30,"Audiência com o CEO da ENEVA S.A., Pedro Zinner ",Local: Ministério da Economia no Rio de Janeiro - RJ,"['Lino Cançado – Diretor de Operações/ENEVA', 'Rômulo Florentino – Coordenador de Relações Governamentais/ENEVA', 'Caio Megale – Diretor de Programa da Secretaria de Fazenda do Ministério da Economia', '']"
Ministério da Economia,Paulo Guedes,2020-02-13 11:00,"Audiência com o presidente da Península Participações, Abílio Diniz","Local: Escritório do Ministério da Economia - Avenida Paulista 2163, São Paulo/SP","['Guilherme Afif – Assessor Especial ME', 'Samuel Kinoshita – Assessor Especial ME', '']"
Ministério da Economia,Paulo Guedes,2020-02-13 13:00,Almoço na Sede da Federação das Indústrias do Estado de São Paulo – Fiesp ,"Local: Av. Paulista, 1313, São Paulo/SP","['Paulo Skaf – Presidente da Fiesp', 'Guilherme Afif – Assessor Especial do Ministério da Economia', 'Samuel Kinoshita – Assessor Especial do Ministério da Economia']"
Ministério da Economia,Paulo Guedes,2020-02-13 15:00,Despachos Internos ,"Local: Escritório do Ministério da Economia - Avenida Paulista 2163, São Paulo/SP",N/A
Ministério da Economia,Paulo Guedes,2020-02-13 17:00,"Audiência com o CEO da N-Ideias, Nizan Guanaes  (cancelado)","Local: Escritório do Ministério da Economia - Avenida Paulista 2163, São Paulo/SP",N/A
Ministério da Economia,Paulo Guedes,2020-01-29 10:30,"Participa de encontro do presidente da República, Jair Bolsonaro, com sertanejos (Cancelado)",Local: Palácio do Planalto,N/A
Ministério da Economia,Paulo Guedes,2020-01-29 11:00,Reunião do Conselho Monetário Nacional (CMN),Local: Ministério da Economia – Bloco P,N/A
Ministério da Economia,Paulo Guedes,2020-01-29 12:30,"Almoço com o presidente do Banco Central, Roberto Campos Neto (Cancelado)",Local: Brasília - DF,N/A
Ministério da Economia,Paulo Guedes,2020-01-29 14:30,"Reunião com  Abraham Weintraub, ministro da Educação",Local: Palácio do Planalto,N/A
